Year,Rank,Hometown,High School,HS Type,Position,Status,College
2014,30,"Humble, Texas",Atascocita High School,public,Small Forward,Signed ,Oklahoma State
2014,31,"Westport, Conn.",Fairfield College Prep,private,Center,Signed ,Providence
2014,32,"Arlington, Texas",Timberview High School,public,Point Guard,Signed ,Texas A&M
2014,33,"Phoenix, Ariz.",Sunnyslope High School,public,Power Forward,Signed ,Stanford
2014,34,"Gretna, La.",Helen Cox High School,public,Point Guard,Signed ,Memphis
2014,35,"New South Wales, Australia",Brewster Academy,private,Power Forward,Signed ,UCLA
2014,36,"Denver, Colo.",Denver East High School,public,Small Forward,Signed ,Creighton
2014,37,"Bel Aire, Kan.",Sunrise Christian Academy,private,Point Guard,Signed ,Michigan State
2014,38,"Upper Marlboro, Md.",Riverdale Baptist High School,private,Center,Signed ,Louisville
2014,39,"Tallahassee, Fla.",James S. Rickards High School,public,Power Forward,Signed ,Virginia Commonwealth
2014,40,"Weymouth, Mass.",Brewster Academy,private,Shooting Guard,Signed ,Rhode Island
2014,41,"San Diego, Calif.",Saint Augustine High School,private,Shooting Guard,Signed ,San Diego State
2014,42,"Green Bay, Wis.",Seymour High School,public,Small Forward,Signed ,Marquette
2014,43,"Denver, Colo.",Denver East High School,public,Point Guard,Signed ,Colorado
2014,44,"Piedmont, Ala.",Hokes Bluff High School,public,Center,Signed ,Purdue
2014,45,"Middletown, Ohio",Middletown High School,public,Small Forward,Signed ,Purdue
2014,46,"Mocksville, N.C.",Oak Hill Academy,private,Small Forward,Signed ,North Carolina State
2014,47,"Albertville, Ala.",Albertville High School,public,Small Forward,Signed ,Alabama
2014,48,"Mesa, Ariz.",Mountain View High School,public,Center,Signed ,Brigham Young
2014,49,"Redford, Mich.",Pershing High School,public,Power Forward,Signed ,Virginia Commonwealth
2014,50,"Chicago, Ill.",Whitney Young High School,public,Center,Signed ,Duke
2014,51,"Chicago, Ill.",Curie High School,public,Power Forward,Signed ,Kansas
2014,52,"Dallas, Texas",Prime Prep Academy,private,Point Guard,Undeclared,N/A
2014,53,"Fullerton, Calif.",Mater Dei High School,private,Small Forward,Signed ,Arizona
2014,54,"Metuchen, N.J.",St. Joseph High School,private,Center,Signed ,Kentucky
2014,55,"Richmond, Texas",Findlay College Prep,private,Small Forward,Signed ,Kansas
2014,56,"Louisville, Ky.",Montverde Academy,private,Shooting Guard,Signed ,Ohio State
2014,57,"Houston, Texas",Saint Johns High School,private,Small Forward,Signed ,Duke
2014,58,"Apopka, Fla.",Lake Highland Prep,private,Point Guard,Signed ,North Carolina
2014,59,"Golden Valley, Minn.",Findlay College Prep,private,Shooting Guard,Signed ,UNLV
2014,60,"Jacksonville, Fla.",Providence School of Jacksonville,private,Shooting Guard,Signed ,Duke
2014,61,"Chesterfield, Va.",Christchurch School,private,Small Forward,Signed ,Florida
2014,62,"Matteson, Ill.",Marian Catholic High School,private,Point Guard,Signed ,Kentucky
2014,63,"Minneapolis, Minn.",De La Salle High School,private,Power Forward,Signed ,Stanford
2014,64,"Upper Marlboro, Md.",Bishop O Connell High School,private,Shooting Guard,Signed ,Maryland
2014,65,"Gaffney, S.C.",Gaffney High School,public,Small Forward,Signed ,Georgetown
2014,66,"Seattle, Wash.",Rainier Beach High School,public,Small Forward,Signed ,Louisville
2014,67,"Jacksonville, Fla.",Arlington Country Day School,private,Shooting Guard,Signed ,Florida
2014,68,"New Orleans, La.",Findlay College Prep,private,Power Forward,Signed ,Arizona
2014,69,"Baltimore, Md.",St. Frances Academy,private,Power Forward,Signed ,UNLV
2014,70,"Rancho Cucamonga, Calif.",Etiwanda High School,public,Point Guard,Signed ,USC
2014,71,"Evansville, Ind.",Huntington Prep,private,Point Guard,Undeclared,N/A
2014,72,"Memphis, Tenn.",White Station High School,public,Power Forward,Signed ,Illinois
2014,73,"Indianapolis, Ind.",Park Tudor School,private,Small Forward,Signed ,Xavier
2014,74,"Bronx, N.Y.",The Patrick School,private,Power Forward,Signed ,Seton Hall
2014,75,"Nashua, N.H.",Cushing Academy,private,Point Guard,Signed ,Syracuse
2014,76,"Oxon Hill, Md.",Potomac High School,public,Shooting Guard,Signed ,Maryland
2014,77,"Augusta, Ga.",Aquinas High School,public,Shooting Guard,Committed ,Virginia Tech
2014,78,"Denver, Colo.",Huntington Prep,private,Point Guard,Signed ,Gonzaga
2014,79,"Philadelphia, Pa.",Neumann-Goretti High School,private,Point Guard,Signed ,Miami (FL)
2014,80,"Garland, Texas",Lakeview Centennial High School,public,Center,Signed ,LSU
2014,81,"Mocksville, N.C.",Oak Hill Academy,private,Small Forward,Signed ,North Carolina State
2014,82,"Plantersville, Ala.",Dallas County High School,public,Power Forward,Signed ,UAB
2014,83,"South Holland, Ill.",Saint Rita High School,private,Small Forward,Signed ,Northwestern
2014,84,"Snellville, Ga.",Elev8 Basketball Academy,private,Center,Committed ,Auburn
2014,85,"Dayton, Ohio",Montverde Academy,private,Shooting Guard,Signed ,Virginia Tech
2014,86,"Jacksonville, Fla.",Arlington Country Day School,private,Power Forward,Signed ,Oklahoma
2014,87,"Tifton, Ga.",Tift County High School,public,Shooting Guard,Signed ,Georgia Tech
2014,88,"Birmingham, Ala.",Wenonah High School,public,Point Guard,Signed ,Alabama
2014,89,"Detroit, Mich.",Detroit Country Day School,private,Point Guard,Signed ,Xavier
2014,90,"Mission Viejo, Calif.",Mission Viejo High School,public,Small Forward,Signed ,Boise State
2014,91,"Malvern, Pa.",Great Valley High School,public,Small Forward,Signed ,Villanova
2014,92,"Franklin, Tenn.",Huntington Prep,private,Small Forward,Signed ,Providence
2014,93,"Saint Louis, Mo.",Christian Brothers College High School,private,Small Forward,Signed ,Texas
2014,94,"Phoenix, Ariz.",South Mountain High School,public,Power Forward,Signed ,San Diego State
2014,95,"North Little Rock, Ark.",Parkview Arts & Science Magnet High,public,Point Guard,Signed ,Arkansas
2014,96,"Baltimore, Md.",Mount St. Joseph High School,private,Point Guard,Signed ,Villanova
2014,97,"Los Angeles, Calif.",Westchester High School,public,Shooting Guard,Signed ,USC
2014,98,"Brookfield, Wis.",Brookfield Central High School,public,Point Guard,Signed ,Vanderbilt
2014,99,"Chicago, Ill.",Morgan Park High School,public,Power Forward,Signed ,Bradley
2013,1,"Chicago, Ill.",Simeon Career Academy,public,Small Forward,Signed ,Duke                          
2013,2,"San Jose, Calif.",Archbishop Mitty High School,private,Power Forward,Signed ,Arizona                       
2013,3,"Gainesville, Fla.",The Rock School,private,Center,Signed ,Kansas                        
2013,4,"Rochester, Mich.",Rochester High School,public,Small Forward,Signed ,Kentucky                      
2013,5,"Clermont, Fla.",Montverde Academy,private,Point Guard,Signed ,Florida                       
2013,6,"Bonifay, Fla.",Holmes County High School,public,Power Forward,Signed ,Florida                       
2013,7,"Boston, Mass.",The Tilton School,private,Small Forward,Signed ,Kansas                        
2013,8,"Little Rock, Ark.",Hall High School,public,Power Forward,Signed ,Arkansas                      
2013,9,"Oxford, N.C.",Webb High School,public,Power Forward,Signed ,North Carolina                
2013,10,"Brampton, ONT, Canada",Saint Benedicts Prep,private,Point Guard,Signed ,Syracuse                      
2013,11,"Fishers, Ind.",Hamilton Southeastern High School,public,Small Forward,Signed ,Michigan                      
2013,12,"Mishawaka, Ind.",Marian High School,public,Point Guard,Signed ,Notre Dame                    
2013,13,"Hampton, Va.",Hampton High School,public,Point Guard,Signed ,North Carolina State          
2013,14,"Highland, Utah",Lone Peak High School,public,Center,Signed ,Brigham Young                 
2013,15,"Detroit, Mich.",Chandler Park Academy,public,Point Guard,Signed ,Michigan                      
2013,16,"Los Angeles, Calif.",St. John Bosco High School,private,Shooting Guard,Signed ,UCLA
2013,17,"Germantown, Wis.",Germantown High School,public,Center,Signed ,Indiana                       
2013,18,"DeSoto, Texas",DeSoto High School,public,Shooting Guard,Signed ,Duke                          
2013,19,"Arlington, Texas",Prime Prep Academy,private,Power Forward,Signed ,LSU                           
2013,20,"Ottawa, Kan.",Ottawa High School,public,Small Forward,Signed ,Duke                          
2013,21,"Cincinnati, Ohio",Montverde Academy,private,Power Forward,Signed ,West Virginia                 
2013,22,"Scarborough, Ont., Canada",Huntington Prep,private,Shooting Guard,Signed ,Florida State                 
2013,23,"Wichita, Kan.",Wichita North High School,public,Point Guard,Signed ,Kansas                        
2013,24,"Raleigh, N.C.",Hargrave Military Academy,private,Shooting Guard,Signed ,Louisville                    
2013,25,"Bothell, Wash.",Bothell High School,public,Point Guard,Signed ,UCLA                          
2013,26,"District Heights, Md.",Suitland High School,public,Point Guard,Signed ,Maryland                      
2013,27,"Hampton, Va.",Oak Hill Academy,private,Small Forward,Signed ,Indiana                       
2013,28,"Philadelphia, Pa.",Imhotep Institute Charter High School,public,Small Forward,Signed ,Providence                    
2013,29,"Baltimore, Md.",Mount St. Joseph High School,private,Shooting Guard,Signed ,Ohio State                    
2013,30,"Raytown, Mo.",Montrose Christian School,private,Small Forward,Signed ,Baylor                        
2013,31,"Toledo, Ohio",Saint Johns High School,private,Small Forward,Signed ,Ohio State                    
2013,32,"Fort Walton Beach, Fla.",Fort Walton Beach High School,public,Center,Signed ,South Florida                 
2013,33,"Belleville, Ill.",Belleville East High School,public,Shooting Guard,Signed ,Illinois                      
2013,34,"Oklahoma City, Okla.",Douglass High School,public,Point Guard,Signed ,Oklahoma State                
2013,35,"New Haven, Ind.",New Haven High School,public,Small Forward,Signed ,Notre Dame                    
2013,36,"Charlotte, N.C.",Findlay College Prep,private,Shooting Guard,Signed ,Baylor                        
2013,37,"Huntington Beach, Calif.",Brethren Christian High School,private,Center,Signed ,UC-Irvine                     
2013,38,"Tacoma, Wash.",Lincoln High School,public,Small Forward,Signed ,Colorado                      
2013,39,"Long Beach, Calif.",Long Beach Polytechnic High School,public,Power Forward,Signed ,Oregon                        
2013,40,"Savannah, Ga.",Johnson High School,public,Point Guard,Signed ,LSU                           
2013,41,"Ardmore, Pa.",Lower Merion High School,public,Small Forward,Signed ,Syracuse                      
2013,42,"Flint, Mich.",Beecher High School,public,Point Guard,Signed ,Iowa State                    
2013,43,"Inglewood, Calif.",Inglewood High School,public,Point Guard,Signed ,Xavier                        
2013,44,"Antioch, Calif.",Deer Valley High School,public,Point Guard,Signed ,UNLV                          
2013,45,"Round Rock, Texas",Huntington Prep,private,Center,Signed ,Memphis                       
2013,46,"Washington, D.C.",Sidwell Friends School,private,Small Forward,Signed ,Villanova                     
2013,47,"Chicago, Ill.",Morgan Park High School,public,Point Guard,Signed ,DePaul                        
2013,48,"Encino, Calif.",Crespi Carmelite High School,private,Point Guard,Signed ,Virginia                      
2013,49,"Glen Head, N.Y.",Long Island Lutheran High School,private,Power Forward,Signed ,Connecticut                   
2013,50,"Johnson City, Tenn.",Christ School,private,Power Forward,Signed ,Alabama                       
2013,51,"Thornhill, Ont., Canada",Huntington Prep,private,Small Forward,Signed ,Kansas                        
2013,52,"McKinney, Texas",Prestonwood Christian Academy,private,Power Forward,Signed ,Kentucky                      
2013,53,"Richmond, Texas",Travis High School,public,Point Guard,Signed ,Kentucky                      
2013,54,"Bronx, N.Y.",Montverde Academy,private,Center,Signed ,Kentucky                      
2013,55,"Richmond, Texas",Travis High School,public,Shooting Guard,Signed ,Kentucky                      
2013,56,"Baton Rouge, La.",Madison Prep Academy,private,Power Forward,Signed ,LSU                           
2013,57,"Haverhill, Mass.",New Hampton School,private,Power Forward,Signed ,Indiana                       
2013,58,"Eads, Tenn.",Briarcrest Christian High School,private,Power Forward,Signed ,Memphis                       
2013,59,"Philadelphia, Pa.",Roberts Vaux High School,public,Point Guard,Signed ,"s                    ""]"
2013,60,"Happy Valley, Ore.",Findlay College Prep,private,Point Guard,Signed ,Washington                    
2013,61,"Chester, Pa.",Chester High School,public,Small Forward,Signed ,Arizona                       
2013,62,"Richmond, Calif.",Salesian High School,private,Shooting Guard,Signed ,California                    
2013,63,"Antioch, Calif.",Deer Valley High School,public,Power Forward,Signed ,Kentucky                      
2013,64,"Memphis, Tenn.",Southwind High School,public,Shooting Guard,Signed ,Marquette                     
2013,65,"Newbern, Tenn.",Dyer County High School,public,Shooting Guard,Signed ,Tennessee                     
2013,66,"Union, N.J.",Roselle Catholic High School,private,Power Forward,Signed ,Syracuse                      
2013,67,"Windsor, Conn.",Fishburne Military School,private,Small Forward,Signed ,Memphis                       
2013,68,"Springfield Gardens, N.Y.",Pope John XXIII High School,private,Power Forward,Signed ,Cincinnati                    
2013,69,"Memphis, Tenn.",East High School,public,Small Forward,Signed ,Memphis                       
2013,70,"Milwaukee, Wis.",Vincent High School,public,Small Forward,Signed ,Marquette                     
2013,71,"Lancaster, S.C.",Oak Hill Academy,private,Shooting Guard,Signed ,South Carolina                
2013,72,"New Albany, Miss.",Huntington Prep,private,Center,Signed ,Arkansas                      
2013,73,"Highland, Utah",Lone Peak High School,public,Point Guard,Signed ,Brigham Young                 
2013,74,"Monroe, Ga.",Tift County High School,public,Shooting Guard,Signed ,Kansas                        
2013,75,"Dallas, Texas",Justin F. Kimball High School,public,Shooting Guard,Signed ,Southern Methodist            
2013,76,"Onalaska, Wis.",Onalaska High School,public,Shooting Guard,Signed ,Iowa State                    
2013,77,"Milwaukee, Wis.",Dominican High School,private,Point Guard,Signed ,Marquette                     
2013,78,"Memphis, Tenn.",Southwind High School,public,Power Forward,Signed ,Missouri                      
2013,79,"McKeesport, Pa.",Saint Benedicts Prep,private,Power Forward,Signed ,Pittsburgh                    
2013,80,"Charlotte, N.C.",West Charlotte High School,public,Center,Signed ,North Carolina                
2013,81,"Chicago, Ill.",Simeon Career Academy,public,Shooting Guard,Signed ,Illinois                      
2013,82,"Hackensack, N.J.",Hudson Catholic High School,private,Power Forward,Signed ,Georgetown                    
2013,83,"Saint Charles, Ill.",St. Charles East High School,public,Shooting Guard,Signed ,Purdue                        
2013,84,"Germantown, Md.",DeMatha Catholic High School,private,Center,Signed ,North Carolina State          
2013,85,"Greensboro, Ala.",Greensboro High School,public,Center,Signed ,Alabama                       
2013,86,"Palmdale, Calif.",Findlay College Prep,private,Power Forward,Signed ,UNLV                          
2013,87,"Upper Marlboro, Md.",Gonzaga College High School,private,Power Forward,Signed ,Villanova                     
2013,88,"Omaha, Neb.",Omaha Central High School,public,Power Forward,Signed ,Louisville                    
2013,89,"Dallas, Texas",Prime Prep Academy,private,Center,Signed ,TCU                           
2013,90,"Romulus, Mich.",Romulus High School,public,Point Guard,Signed ,Missouri                      
2013,91,"Baton Rouge, La.",Scotlandville Magnet High School,public,Power Forward,Signed ,Vanderbilt                    
2013,92,"Toledo, Ohio",Whitmer High School,public,Power Forward,Signed ,Wisconsin                     
2013,93,"Richardson, Texas",L. V. Berkner High School,public,Point Guard,Signed ,Texas                         
2013,94,"Albuquerque, N.M.",Eldorado High School,public,Point Guard,Signed ,New Mexico                    
2013,95,"Whitehouse, Ohio",Anthony Wayne High School,public,Power Forward,Signed ,Michigan                      
2013,96,"Lake Hopatcong, N.J.",Gill St. Bernards School,private,Point Guard,Signed ,Seton Hall                    
2013,97,"Dublin, Calif.",De La Salle High School,private,Shooting Guard,Signed ,Arizona                       
2013,98,"Orlando, Fla.",Dr. Phillips High School,public,Point Guard,Signed ,Memphis                       
2013,99,"Champlin, Minn.",Brewster Academy,private,Power Forward,Signed ,North Carolina State          
2013,100,"Fairfax, Va.",Findlay College Prep,private,Small Forward,Signed ,Indiana                       
2012,1,"Las Vegas, Nev.",Bishop Gorman High School,private,Small Forward,Signed ,UCLA                          
2012,2,"Claremont, N.H.",Saint Marks School,private,Center,Signed ,Arizona                       
2012,3,"New Zealand, S.P.",Notre Dame Prep,private,Center,Signed ,Pittsburgh                    
2012,4,"Fort Bend, Texas",Bush High School,public,Center,Signed ,Texas                         
2012,5,"Flower Mound, Texas",Marcus High School,public,Shooting Guard,Signed ,Oklahoma State                
2012,6,"Houston, Texas",Strake Jesuit College Prep,private,Shooting Guard,Signed ,Duke                          
2012,7,"Dewitt, N.Y.",Jamesville-DeWitt High School,public,Center,Signed ,Syracuse                      
2012,8,"Oakland, Calif.",Findlay College Prep,private,Power Forward,Signed ,Arizona                       
2012,9,"Saint John, Ind.",Lake Central High School,public,Small Forward,Signed ,Michigan                      
2012,10,"Raleigh, N.C.",Upper Room Christian Academy,private,Shooting Guard,Signed ,North Carolina State          
2012,11,"Marion, Iowa",Linn-Mar High School,public,Point Guard,Signed ,North Carolina                
2012,12,"Greenfield, Ind.",Park Tudor School,private,Point Guard,Signed ,Indiana                       
2012,13,"Lithonia, Ga.",Miller Grove High School,public,Center,Signed ,UCLA                          
2012,14,"De Kalb, Miss.",Kemper County High School,public,Small Forward,Signed ,Alabama                       
2012,15,"Houston, Texas",The Village School,private,Center,Signed ,Maryland                      
2012,16,"Brooklyn, N.Y.",Christ the King High School,private,Shooting Guard,Signed ,Connecticut                   
2012,17,"Cordova, S.C.",Edisto High School,public,Power Forward,Signed ,North Carolina                
2012,18,"Laplace, La.",Riverside Academy,private,Power Forward,Signed ,Baylor                        
2012,19,"Monument, Colo.",Lewis-Palmer High School,public,Center,Signed ,Colorado                      
2012,20,"Spearville, Kan.",Olathe Northwest High School,public,Center,Signed ,Kentucky                      
2012,21,"Indianapolis, Ind.",Lawrence Central High School,public,Small Forward,Signed ,Indiana                       
2012,22,"Statesville, N.C.",Oak Hill Academy,private,Point Guard,Signed ,North Carolina State          
2012,23,"Langhorne, Pa.",Neshaminy High School,public,Point Guard,Signed ,Villanova                     
2012,24,"Chester, Va.",The Miller School,private,Small Forward,Signed ,Kansas                        
2012,25,"Charlotte, N.C.",United Faith Christian Academy,private,Point Guard,Signed ,Florida                       
2012,26,"Alpharetta, Ga.",Milton High School,public,Small Forward,Signed ,Virginia                      
2012,27,"Jacksonville, Fla.",North Florida Educational Institute,private,Point Guard,Signed ,Georgia Tech                  
2012,28,"Fresno, Calif.",San Joaquin Memorial High School,public,Center,Signed ,Fresno State                  
2012,29,"Greensboro, N.C.",Wesleyan Christian Academy,private,Shooting Guard,Signed ,Florida State                 
2012,30,"Garland, Texas",Naaman Forest High School,public,Center,Signed ,Texas                         
2012,31,"Decatur, Ga.",Southwest DeKalb High School,public,Shooting Guard,Signed ,Auburn                        
2012,32,"Houston, Texas",Westbury Christian High School,private,Point Guard,Signed ,Baylor                        
2012,33,"Orange, Calif.",Orange Lutheran High School,private,Shooting Guard,Signed ,Arizona                       
2012,34,"Wrentham, Mass.",King Philip Regional High School,public,Small Forward,Signed ,Maryland                      
2012,35,"Riverdale, Ga.",North Clayton High School,public,Small Forward,Signed ,Georgia Tech                  
2012,36,"La Porte, Ind.",La Lumiere School,private,Power Forward,Signed ,Indiana                       
2012,37,"Bryan, Texas",Bryan High School,public,Point Guard,Signed ,Texas A&M                     
2012,38,"Sioux City, Neb.",South Sioux City High School,public,Point Guard,Signed ,Iowa                          
2012,39,"San Francisco, Calif.",St. Ignatius High School,private,Small Forward,Signed ,Georgetown                    
2012,40,"Pendleton, Ind.",Pendleton Heights High School,public,Shooting Guard,Signed ,Butler                        
2012,41,"Monroe, N.Y.",Blair Academy,private,Center,Signed ,Virginia                      
2012,42,"Rockford, Ill.",Auburn High School,public,Point Guard,Signed ,Wichita State                 
2012,43,"Bronx, N.Y.",Saint Benedicts Prep,private,Shooting Guard,Signed ,Virginia Commonwealth         
2012,44,"Linwood, Mich.",Bay City Western High School,public,Power Forward,Signed ,Michigan State                
2012,45,"Visalia, Calif.",Central Valley Christian School,private,Center,Signed ,Stanford                      
2012,46,"Durham, N.C.",Christian Faith Center Academy,private,Shooting Guard,Undeclared,N/A
2012,47,"Indianapolis, Ind.",North Central High School,public,Point Guard,Signed ,Purdue                        
2012,48,"Alpharetta, Ga.",Chattahoochee High School,public,Small Forward,Signed ,Clemson                       
2012,49,"West Jordan, Utah",West Jordan High School,public,Small Forward,Signed ,Utah                          
2012,50,"Alpharetta, Ga.",Milton High School,public,Small Forward,Signed ,Auburn                        
2012,51,"Everett, Mass.",The Tilton School,private,Center,Signed ,Kentucky                      
2012,52,"Arlington, Texas",Grace Preparatory Academy,private,Center,Signed ,Baylor                        
2012,53,"Fairview, N.J.",St. Anthony High School,private,Small Forward,Signed ,UCLA                          
2012,54,"Brampton, ONT, Canada",Findlay College Prep,private,Power Forward,Signed ,UNLV                          
2012,55,"La Verne, Calif.",La Verne Lutheran High School,private,Power Forward,Signed ,Arizona                       
2012,56,"Indianapolis, Ind.",Hamilton Southeastern High School,public,Shooting Guard,Signed ,Michigan State                
2012,57,"Clarksville, Tenn.",Northeast High School,public,Small Forward,Signed ,Kentucky                      
2012,58,"Little Rock, Ark.",Sylvan Hills High School,public,Shooting Guard,Signed ,Kentucky                      
2012,59,"Sheboygan, Wis.",Sheboygan Lutheran High School,private,Small Forward,Signed ,Wisconsin                     
2012,60,"Sugar Land, Texas",Hightower High School,public,Small Forward,Signed ,Houston                       
2012,61,"Providence, R.I.",South Kent School,private,Shooting Guard,Signed ,Providence                    
2012,62,"New London, Conn.",New London High School,public,Point Guard,Signed ,Providence                    
2012,63,"Philadelphia, Pa.", Friends Central School,private,Power Forward,Signed ,Duke                          
2012,64,"Chesterton, Ind.",Brewster Academy,private,Power Forward,Signed ,Michigan                      
2012,65,"Durham, N.C.",Brewster Academy,private,Small Forward,Signed ,North Carolina State          
2012,66,"Decatur, Ga.",Southwest DeKalb High School,public,Power Forward,Signed ,Memphis                       
2012,67,"Snellville, Ga.",Shiloh High School,public,Power Forward,Signed ,Georgia Tech                  
2012,68,"Wichita, Kan.",Wichita Heights High School,public,Power Forward,Signed ,Kansas                        
2012,69,"Hyattsville, Md.",DeMatha Catholic High School,private,Power Forward,Signed ,Syracuse                      
2012,70,"Sioux City, Iowa",East High School,public,Center,Signed ,Iowa                          
2012,71,"Lawrenceville, Ga.",Oak Hill Academy,private,Small Forward,Signed ,UCLA                          
2012,72,"Hyattsville, Md.",DeMatha Catholic High School,private,Point Guard,Signed ,Pittsburgh                    
2012,73,"Columbus, Ohio",Huntington Prep,private,Power Forward,Undeclared,N/A
2012,74,"San Juan Capistrano, Calif.",Mater Dei High School,private,Shooting Guard,Signed ,UNLV                          
2012,75,"Rockville, Md.",Montrose Christian School,private,Small Forward,Signed ,Virginia                      
2012,76,"Houston, Texas",Homeschool Christian Youth Association,private,Power Forward,Signed ,Houston                       
2012,77,"Fresno, Texas",Findlay College Prep,private,Small Forward,Signed ,San Diego State               
2012,78,"West Chester, Pa.",Westtown School,private,Center,Signed ,Villanova                     
2012,79,"Methuen, Mass.",The Tilton School,private,Power Forward,Signed ,Iowa State                    
2012,80,"Indianapolis, Ind.",Oak Hill Academy,private,Shooting Guard,Signed ,Georgetown                    
2012,81,"Fort Lauderdale, Fla.",Dwyer High School,public,Center,Signed ,North Carolina                
2012,82,"Richmond, Calif.",Findlay College Prep,private,Point Guard,Signed ,Oregon                        
2012,83,"Saint Louis, Mo.",Cardinal Ritter College Prep,private,Small Forward,Signed ,Notre Dame                    
2012,84,"Las Vegas, Nev.",Bishop Gorman High School,private,Small Forward,Signed ,Stanford                      
2012,85,"Temecula, Calif.",Mater Dei High School,private,Small Forward,Signed ,Colorado                      
2012,86,"Menomonee Falls, Wis.",Menomonee Falls High School,public,Small Forward,Signed ,North Carolina                
2012,87,"New Orleans, La.",Saint Augustine High School,private,Point Guard,Signed ,Texas                         
2012,88,"Shaker Heights, Ohio",Shaker Heights High School,public,Point Guard,Undeclared,N/A
2012,89,"Mississauga, Ont., Canada",Saint Marks School,private,Small Forward,Signed ,Michigan                      
2012,90,"Centereach, N.Y.",Our Savior New American School,private,Center,Signed ,St. John's
2012,91,"Charlotte, N.C.",Hargrave Military Academy,private,Point Guard,Signed ,Wake Forest                   
2012,92,"Carmel, Ind.",Oak Hill Academy,private,Center,Signed ,Purdue                        
2012,93,"Chicago, Ill.",Simeon Career Academy,public,Small Forward,Signed ,Marquette                     
2012,94,"Medina, Ohio",Medina Senior High School,public,Power Forward,Signed ,Michigan State                
2012,95,"Fort Wayne, Ind.",La Lumiere School,private,Shooting Guard,Signed ,Purdue                        
2012,96,"Tarboro, N.C.",Hargrave Military Academy,private,Power Forward,Signed ,Louisville                    
2012,97,"Philadelphia, Pa.",Boys Latin of Philadelphia Charter Scho,public,Point Guard,Signed ,Boston University             
2012,98,"San Antonio, Texas",Churchill High School,public,Power Forward,Signed ,Texas                         
2012,99,"Midlothian, Va.",Benedictine College Prep,private,Small Forward,Signed ,Virginia Commonwealth         
2012,100,"Lansing, Mich.",Sexton High School,public,Small Forward,Signed ,Michigan State                
2011,1,"Middletown, Conn.",St. Thomas More School,private,Center,Signed ,Connecticut                   
2011,2,"Somerdale, N.J.",Saint Patricks High School,private,Small Forward,Signed ,Kentucky                      
2011,3,"Norfolk, Va.",Norfolk Christian School,private,Power Forward,Signed ,North Carolina                
2011,4,"Indianapolis, Ind.",Pike High School,public,Point Guard,Signed ,Kentucky                      
2011,5,"Dallas, Texas",Lincoln High School,public,Small Forward,Signed ,Oklahoma State                
2011,6,"Montreal, Quebec, Canada",Notre Dame Prep,private,Center,Signed ,Pittsburgh                    
2011,7,"Washington, Ind.",Washington High School,public,Power Forward,Signed ,Indiana                       
2011,8,"Florissant, Mo.",McCluer North High School,public,Point Guard,Signed ,Arkansas                      
2011,9,"Portsmouth, Va.",I. C. Norcom High School,public,Small Forward,Signed ,Virginia Tech                 
2011,10,"Philadelphia, Pa.",Academy of the New Church,private,Center,Signed ,Syracuse                      
2011,11,"Gilbert, Ariz.",Findlay College Prep,private,Shooting Guard,Signed ,Arizona                       
2011,12,"Greenville, Ga.",Greenville High School,public,Shooting Guard,Signed ,Georgia                       
2011,13,"Oakland, Calif.",Oakland High School,public,Shooting Guard,Signed ,Oregon                        
2011,14,"Bowling Green, Ky.",Bowling Green High School,public,Power Forward,Signed ,Louisville                    
2011,15,"Madison, Ala.",Bob Jones High School,public,Shooting Guard,Signed ,Alabama                       
2011,16,"Akron, Ohio",Brewster Academy,private,Small Forward,Undeclared,N/A
2011,17,"Alpharetta, Ga.",Milton High School,public,Point Guard,Signed ,Ohio State                    
2011,18,"Lepanto, Ark.",East Poinsett County High School,public,Shooting Guard,Signed ,Arkansas                      
2011,19,"Hyattsville, Md.",Oak Hill Academy,private,Point Guard,Signed ,Duke                          
2011,20,"Huntsville, Ala.",S. R. Butler High School,public,Shooting Guard,Signed ,Alabama                       
2011,21,"Sikeston, Mo.",Scott County Central High School,public,Small Forward,Signed ,Georgetown                    
2011,22,"Indianapolis, Ind.",Lawrence North High School,public,Center,Undeclared,N/A
2011,23,"Cleveland, Miss.",East Side High School,public,Power Forward,Signed ,LSU                           
2011,24,"Raleigh, N.C.",Hargrave Military Academy,private,Small Forward,Signed ,Xavier                        
2011,25,"Phoenix, Ariz.",Mesa High School,public,Point Guard,Signed ,Arizona State                 
2011,26,"San Diego, Calif.",Abraham Lincoln High School,public,Shooting Guard,Signed ,UCLA                          
2011,27,"Greensboro, N.C.",Westchester Country Day School,private,Small Forward,Signed ,Baylor                        
2011,28,"Philadelphia, Pa.",Imhotep Institute Charter High School,public,Center,Signed ,George Mason                  
2011,29,"Philadelphia, Pa.",Academy of the New Church,private,Center,Signed ,Pittsburgh                    
2011,30,"Rock Island, Ill.",Rock Island High School,public,Point Guard,Signed ,Stanford                      
2011,31,"San Antonio, Texas",Antonian College Prep,private,Power Forward,Signed ,Texas                         
2011,32,"Missouri City, Texas",Dulles High School,public,Shooting Guard,Signed ,St. John's
2011,33,"Plainfield, N.J.",Montrose Christian School,private,Point Guard,Signed ,Villanova                     
2011,34,"Kent, Wash.",Kentridge High School,public,Shooting Guard,Signed ,Gonzaga                       
2011,35,"Chicago, Ill.",St. Ignatius College Prep,private,Center,Signed ,Illinois                      
2011,36,"Norcross, Ga.",Greater Atlanta Christian School,private,Shooting Guard,Signed ,Virginia                      
